age,gender,marital_status,dependents,education,employment_type,city_tier,residence_type,monthly_income,cibil_score,existing_loans_count,credit_history_length_years,bank_balance,loan_amount,loan_term_months,loan_purpose,debt_to_income_ratio,loan_approved
47,Female,Single,0,Not Graduate,Salaried,Tier 2,Owned,29000,712,0,10.1,162000,292000,48,Vehicle,0.265,Approved
30,Female,Single,1,Graduate,Unemployed,Tier 3,Rented,9000,570,2,2.8,26000,456000,60,Wedding,1.127,Rejected
39,Male,Single,0,Graduate,Business Owner,Tier 1,Owned,151000,676,0,13.3,826000,379000,84,Travel,0.044,Approved
43,Male,Married,2,Graduate,Salaried,Tier 1,Owned,75000,693,1,15.9,40000,265000,120,Medical,0.051,Approved
21,Male,Single,3,Graduate,Self-Employed,Tier 3,Living with Parents,40000,610,0,0.0,159000,400000,36,Home Renovation,0.332,Rejected
33,Female,Married,1,Graduate,Salaried,Tier 2,Owned,29000,636,0,4.1,87000,243000,240,Travel,0.092,Approved
31,Male,Single,0,Graduate,Business Owner,Tier 2,Rented,65000,624,2,8.8,48000,231000,120,Debt Consolidation,0.051,Rejected
43,Female,Married,1,Graduate,Unemployed,Tier 1,Living with Parents,16000,642,0,8.6,49000,91000,24,Vehicle,0.268,Rejected
41,Female,Married,1,Not Graduate,Salaried,Tier 3,Rented,33000,741,1,11.9,86000,250000,36,Education,0.252,Approved
32,Male,Married,1,Graduate,Business Owner,Tier 2,Owned,48000,680,1,5.1,80000,543000,36,Education,0.376,Approved
25,Male,Single,2,Graduate,Salaried,Tier 1,Owned,39000,652,0,1.5,36000,82000,24,Medical,0.099,Approved
44,Male,Single,0,Graduate,Salaried,Tier 2,Living with Parents,81000,749,0,14.0,393000,100000,60,Debt Consolidation,0.027,Approved
34,Female,Single,1,Not Graduate,Unemployed,Tier 2,Owned,8000,566,0,5.4,31000,181000,12,Debt Consolidation,2.01,Rejected
21,Female,Married,1,Graduate,Salaried,Tier 1,Rented,59000,602,0,0.0,221000,97000,60,Business Expansion,0.037,Approved
21,Female,Married,1,Graduate,Salaried,Tier 2,Rented,41000,535,1,0.0,225000,331000,120,Home Renovation,0.116,Rejected
38,Male,Married,1,Graduate,Self-Employed,Tier 2,Rented,15000,636,1,9.0,9000,78000,48,Travel,0.137,Approved
23,Male,Married,1,Graduate,Salaried,Tier 1,Rented,41000,603,1,1.2,143000,330000,60,Debt Consolidation,0.179,Rejected
51,Female,Single,2,Graduate,Salaried,Tier 3,Owned,18000,655,0,13.2,103000,401000,24,Travel,1.049,Rejected
26,Female,Married,1,Graduate,Unemployed,Tier 1,Rented,8000,562,0,3.6,24000,326000,84,Wedding,0.719,Rejected
34,Male,Single,1,Graduate,Self-Employed,Tier 1,Rented,36000,655,1,8.8,111000,222000,180,Wedding,0.074,Rejected
36,Female,Single,3,Graduate,Business Owner,Tier 2,Owned,100000,700,2,10.7,88000,303000,84,Debt Consolidation,0.053,Approved
28,Female,Single,1,Graduate,Salaried,Tier 2,Owned,39000,596,1,3.5,171000,110000,24,Travel,0.133,Rejected
21,Female,Single,1,Not Graduate,Self-Employed,Tier 3,Rented,53000,561,0,0.0,249000,257000,36,Business Expansion,0.161,Approved
36,Female,Married,0,Not Graduate,Unemployed,Tier 1,Rented,8000,617,1,10.1,10000,152000,24,Wedding,0.894,Rejected
28,Female,Single,0,Graduate,Salaried,Tier 2,Rented,29000,682,3,2.6,116000,375000,60,Business Expansion,0.288,Rejected
36,Female,Married,2,Not Graduate,Salaried,Tier 1,Rented,40000,630,1,13.3,102000,336000,84,Wedding,0.148,Rejected
33,Male,Married,0,Not Graduate,Salaried,Tier 3,Rented,35000,648,1,7.7,126000,135000,240,Debt Consolidation,0.042,Approved
37,Male,Married,3,Not Graduate,Salaried,Tier 2,Living with Parents,54000,685,2,11.5,227000,271000,60,Education,0.112,Approved
49,Female,Single,1,Graduate,Salaried,Tier 2,Rented,47000,743,0,14.7,50000,278000,60,Education,0.132,Approved
30,Male,Married,0,Not Graduate,Business Owner,Tier 1,Owned,40000,578,0,5.1,86000,165000,24,Vehicle,0.194,Rejected
30,Male,Married,1,Graduate,Unemployed,Tier 3,Rented,12000,616,5,6.7,62000,223000,24,Vehicle,0.875,Rejected
21,Male,Married,3,Graduate,Self-Employed,Tier 2,Rented,32000,552,0,0.0,46000,299000,36,Debt Consolidation,0.31,Rejected
33,Male,Single,2,Graduate,Business Owner,Tier 3,Living with Parents,46000,598,0,10.5,187000,167000,12,Business Expansion,0.323,Rejected
38,Female,Married,0,Graduate,Business Owner,Tier 1,Owned,29000,658,1,15.2,148000,129000,48,Home Renovation,0.117,Approved
30,Female,Married,0,Graduate,Self-Employed,Tier 2,Rented,38000,637,0,5.9,150000,252000,240,Home Renovation,0.073,Approved
38,Male,Married,3,Graduate,Salaried,Tier 3,Owned,43000,673,1,6.0,207000,535000,84,Medical,0.22,Approved
33,Male,Married,3,Not Graduate,Salaried,Tier 2,Owned,42000,663,1,7.8,134000,200000,48,Business Expansion,0.125,Approved
23,Male,Married,2,Graduate,Salaried,Tier 1,Rented,32000,699,4,0.8,171000,178000,60,Education,0.124,Rejected
37,Female,Single,2,Graduate,Salaried,Tier 3,Owned,43000,632,0,11.0,182000,137000,24,Medical,0.15,Approved
33,Female,Single,0,Graduate,Salaried,Tier 1,Rented,33000,711,2,6.0,79000,438000,24,Wedding,0.625,Rejected
36,Male,Single,1,Graduate,Salaried,Tier 1,Living with Parents,19000,592,1,9.2,64000,371000,36,Debt Consolidation,0.649,Rejected
29,Female,Married,0,Graduate,Salaried,Tier 2,Living with Parents,71000,609,1,5.6,288000,201000,36,Vehicle,0.094,Approved
29,Female,Married,1,Not Graduate,Salaried,Tier 2,Owned,23000,598,3,6.8,111000,137000,24,Vehicle,0.28,Rejected
36,Female,Single,1,Graduate,Self-Employed,Tier 3,Rented,55000,591,1,11.6,78000,136000,84,Medical,0.044,Rejected
32,Female,Married,1,Graduate,Salaried,Tier 2,Living with Parents,35000,677,0,3.4,208000,131000,180,Debt Consolidation,0.045,Approved
50,Male,Married,2,Not Graduate,Business Owner,Tier 2,Owned,72000,778,3,11.4,96000,163000,24,Medical,0.107,Approved
42,Female,Single,1,Graduate,Salaried,Tier 2,Rented,26000,724,0,17.2,91000,157000,120,Education,0.087,Approved
39,Male,Single,0,Not Graduate,Business Owner,Tier 2,Living with Parents,80000,629,0,13.4,48000,141000,36,Wedding,0.059,Approved
33,Female,Single,1,Graduate,Unemployed,Tier 3,Owned,8000,676,1,4.7,23000,429000,60,Business Expansion,1.193,Rejected
21,Female,Single,3,Graduate,Self-Employed,Tier 3,Living with Parents,30000,616,0,0.0,15000,569000,24,Home Renovation,0.893,Rejected
27,Female,Single,1,Graduate,Self-Employed,Tier 2,Rented,13000,693,0,3.9,12000,114000,36,Home Renovation,0.291,Rejected
29,Female,Single,2,Graduate,Unemployed,Tier 1,Owned,8000,551,1,6.1,28000,156000,24,Medical,0.918,Rejected
32,Male,Single,1,Graduate,Salaried,Tier 3,Rented,49000,657,1,8.7,148000,124000,24,Medical,0.119,Approved
34,Male,Married,0,Not Graduate,Unemployed,Tier 1,Owned,9000,566,2,9.2,8000,266000,240,Travel,0.325,Rejected
40,Female,Single,1,Not Graduate,Business Owner,Tier 1,Owned,21000,766,0,13.8,118000,179000,48,Medical,0.224,Approved
37,Female,Married,2,Not Graduate,Self-Employed,Tier 1,Rented,39000,733,1,11.2,95000,118000,24,Home Renovation,0.142,Approved
45,Male,Single,2,Not Graduate,Salaried,Tier 1,Rented,67000,704,1,9.4,307000,592000,24,Travel,0.416,Approved
32,Male,Single,0,Graduate,Self-Employed,Tier 3,Rented,18000,635,0,7.8,104000,294000,84,Vehicle,0.288,Rejected
37,Male,Single,2,Graduate,Self-Employed,Tier 2,Owned,78000,717,2,9.3,429000,122000,84,Vehicle,0.028,Approved
38,Female,Single,2,Graduate,Self-Employed,Tier 3,Living with Parents,26000,583,0,15.1,111000,543000,240,Debt Consolidation,0.23,Rejected
37,Female,Married,3,Not Graduate,Self-Employed,Tier 1,Rented,45000,572,1,11.6,27000,110000,60,Home Renovation,0.054,Rejected
46,Male,Single,3,Graduate,Salaried,Tier 2,Living with Parents,26000,642,1,13.1,105000,318000,48,Vehicle,0.322,Rejected
42,Male,Married,0,Not Graduate,Salaried,Tier 3,Living with Parents,11000,689,0,17.8,11000,937000,36,Education,2.829,Rejected
23,Female,Married,1,Not Graduate,Salaried,Tier 3,Owned,27000,671,0,0.9,77000,203000,12,Travel,0.668,Approved
33,Female,Married,3,Graduate,Salaried,Tier 2,Owned,38000,598,0,7.0,210000,185000,180,Business Expansion,0.058,Approved
34,Male,Married,0,Graduate,Salaried,Tier 1,Living with Parents,61000,747,1,4.4,71000,243000,120,Medical,0.057,Approved
54,Female,Married,0,Graduate,Salaried,Tier 3,Rented,21000,698,0,22.3,92000,835000,120,Business Expansion,0.57,Rejected
32,Male,Single,1,Graduate,Salaried,Tier 1,Owned,20000,666,2,7.0,41000,533000,36,Wedding,0.885,Rejected
26,Male,Married,2,Not Graduate,Salaried,Tier 2,Rented,102000,629,1,3.0,142000,168000,48,Wedding,0.043,Approved
38,Male,Single,0,Not Graduate,Salaried,Tier 2,Owned,44000,679,0,7.2,80000,264000,120,Travel,0.086,Approved
39,Female,Single,1,Graduate,Unemployed,Tier 2,Owned,10000,678,2,10.7,27000,382000,84,Vehicle,0.674,Rejected
34,Female,Married,0,Graduate,Business Owner,Tier 2,Rented,88000,660,1,7.5,434000,170000,60,Home Renovation,0.043,Approved
33,Female,Married,2,Not Graduate,Self-Employed,Tier 2,Owned,25000,608,2,3.8,83000,111000,60,Business Expansion,0.099,Rejected
43,Female,Married,0,Graduate,Salaried,Tier 1,Living with Parents,26000,721,2,8.7,63000,421000,48,Education,0.426,Approved
27,Male,Single,2,Graduate,Self-Employed,Tier 2,Living with Parents,62000,691,0,5.0,91000,298000,84,Business Expansion,0.085,Rejected
31,Male,Married,0,Not Graduate,Self-Employed,Tier 2,Rented,117000,612,1,7.7,222000,266000,48,Wedding,0.06,Approved
30,Male,Single,0,Not Graduate,Unemployed,Tier 1,Owned,8000,585,1,3.3,46000,427000,84,Travel,0.942,Rejected
44,Male,Single,0,Graduate,Business Owner,Tier 1,Owned,60000,733,1,20.3,103000,111000,24,Wedding,0.087,Approved
37,Female,Single,0,Graduate,Self-Employed,Tier 1,Owned,65000,767,1,9.3,149000,191000,60,Vehicle,0.065,Approved
25,Female,Single,1,Not Graduate,Business Owner,Tier 2,Rented,63000,627,1,3.0,201000,1070000,48,Travel,0.447,Rejected
26,Male,Single,1,Not Graduate,Salaried,Tier 3,Owned,26000,693,1,3.1,78000,309000,120,Home Renovation,0.171,Rejected
51,Male,Married,1,Not Graduate,Salaried,Tier 1,Rented,29000,722,0,22.8,63000,320000,60,Wedding,0.245,Approved
44,Female,Married,0,Graduate,Self-Employed,Tier 2,Rented,14000,669,1,16.0,8000,234000,60,Debt Consolidation,0.372,Rejected
42,Male,Married,1,Not Graduate,Salaried,Tier 2,Living with Parents,118000,677,1,7.1,594000,73000,24,Education,0.029,Approved
35,Male,Married,1,Graduate,Salaried,Tier 1,Living with Parents,117000,711,1,11.9,108000,134000,60,Medical,0.025,Approved
48,Female,Married,2,Not Graduate,Business Owner,Tier 3,Rented,27000,647,0,20.5,131000,380000,120,Debt Consolidation,0.202,Approved
25,Female,Married,1,Graduate,Salaried,Tier 2,Rented,39000,587,2,1.7,85000,159000,180,Home Renovation,0.049,Rejected
41,Male,Married,0,Graduate,Self-Employed,Tier 3,Owned,24000,710,2,8.7,132000,198000,84,Business Expansion,0.146,Approved
31,Male,Single,1,Not Graduate,Business Owner,Tier 1,Owned,51000,744,0,7.1,165000,262000,48,Travel,0.135,Approved
32,Female,Married,2,Graduate,Salaried,Tier 1,Living with Parents,45000,594,1,7.9,25000,122000,36,Medical,0.09,Approved
41,Male,Married,1,Graduate,Salaried,Tier 1,Rented,25000,647,2,7.0,84000,102000,48,Debt Consolidation,0.107,Approved
33,Male,Single,0,Not Graduate,Salaried,Tier 1,Owned,47000,683,3,10.1,259000,218000,60,Business Expansion,0.103,Approved
31,Female,Single,1,Graduate,Salaried,Tier 3,Rented,33000,628,1,7.5,24000,176000,12,Medical,0.474,Rejected
30,Male,Married,1,Not Graduate,Salaried,Tier 1,Living with Parents,20000,556,1,8.0,60000,252000,180,Home Renovation,0.151,Rejected
21,Female,Single,0,Graduate,Salaried,Tier 2,Owned,26000,582,1,0.0,113000,93000,36,Education,0.119,Rejected
41,Male,Married,0,Graduate,Salaried,Tier 1,Owned,22000,704,1,7.0,19000,159000,120,Business Expansion,0.104,Approved
25,Female,Single,1,Not Graduate,Salaried,Tier 3,Living with Parents,17000,609,3,3.4,30000,332000,60,Education,0.434,Rejected
51,Male,Married,0,Graduate,Self-Employed,Tier 3,Rented,30000,736,2,23.6,21000,1287000,84,Business Expansion,0.757,Rejected
32,Male,Single,0,Not Graduate,Business Owner,Tier 2,Rented,44000,604,1,3.3,157000,236000,120,Debt Consolidation,0.077,Approved
46,Male,Married,0,Graduate,Business Owner,Tier 1,Owned,56000,729,0,15.5,279000,329000,36,Vehicle,0.195,Approved
21,Male,Married,0,Not Graduate,Self-Employed,Tier 2,Living with Parents,135000,556,3,0.0,332000,294000,60,Travel,0.048,Rejected
41,Female,Single,3,Graduate,Salaried,Tier 1,Living with Parents,58000,722,1,10.2,65000,262000,120,Debt Consolidation,0.065,Approved
43,Female,Married,0,Graduate,Self-Employed,Tier 1,Rented,66000,769,2,18.1,224000,331000,120,Home Renovation,0.072,Approved
46,Male,Single,3,Not Graduate,Salaried,Tier 2,Owned,42000,634,0,17.6,221000,124000,48,Home Renovation,0.078,Approved
21,Male,Single,1,Graduate,Salaried,Tier 3,Rented,14000,580,0,0.0,52000,177000,84,Travel,0.223,Rejected
28,Female,Single,1,Not Graduate,Business Owner,Tier 3,Owned,36000,578,2,4.4,61000,255000,36,Business Expansion,0.235,Rejected
40,Female,Married,3,Not Graduate,Salaried,Tier 2,Owned,39000,681,0,14.5,66000,123000,24,Vehicle,0.148,Approved
36,Female,Single,1,Not Graduate,Salaried,Tier 2,Rented,58000,686,0,8.9,138000,285000,24,Education,0.231,Approved
37,Male,Single,1,Not Graduate,Business Owner,Tier 3,Owned,21000,604,0,9.6,20000,70000,60,Debt Consolidation,0.074,Rejected
31,Male,Single,2,Graduate,Business Owner,Tier 2,Living with Parents,36000,624,1,6.6,125000,358000,48,Business Expansion,0.262,Rejected
48,Female,Married,2,Graduate,Salaried,Tier 2,Owned,21000,743,0,10.4,123000,201000,36,Home Renovation,0.318,Approved
58,Male,Married,1,Graduate,Salaried,Tier 3,Rented,22000,757,1,25.4,108000,333000,48,Home Renovation,0.399,Approved
35,Female,Single,3,Graduate,Self-Employed,Tier 1,Owned,46000,672,1,11.4,161000,400000,48,Travel,0.229,Approved
39,Male,Single,1,Graduate,Self-Employed,Tier 1,Rented,28000,725,2,7.1,156000,512000,60,Business Expansion,0.407,Approved
35,Female,Married,1,Graduate,Salaried,Tier 2,Owned,62000,758,2,7.4,228000,258000,12,Medical,0.37,Approved
46,Male,Single,1,Graduate,Self-Employed,Tier 1,Rented,31000,706,0,21.3,152000,78000,180,Medical,0.03,Approved
42,Female,Married,1,Graduate,Unemployed,Tier 2,Rented,14000,626,0,10.2,21000,76000,48,Education,0.143,Rejected
25,Male,Married,1,Graduate,Salaried,Tier 2,Living with Parents,31000,620,1,3.3,48000,103000,60,Debt Consolidation,0.074,Approved
29,Female,Married,3,Not Graduate,Business Owner,Tier 2,Rented,38000,649,1,5.5,200000,338000,36,Medical,0.295,Rejected
25,Male,Single,0,Graduate,Unemployed,Tier 3,Owned,13000,529,2,3.2,23000,94000,120,Medical,0.104,Rejected
59,Male,Married,1,Graduate,Salaried,Tier 1,Owned,69000,680,1,14.7,245000,191000,48,Education,0.073,Approved
40,Male,Married,1,Not Graduate,Business Owner,Tier 2,Rented,63000,729,1,14.7,105000,171000,36,Education,0.09,Approved
29,Male,Married,0,Graduate,Salaried,Tier 1,Owned,19000,672,0,2.5,73000,273000,240,Vehicle,0.158,Approved
28,Female,Single,1,Not Graduate,Self-Employed,Tier 2,Rented,85000,663,1,3.8,256000,337000,180,Home Renovation,0.048,Approved
42,Female,Single,0,Graduate,Business Owner,Tier 2,Living with Parents,110000,719,1,9.8,550000,233000,24,Travel,0.1,Approved
43,Female,Single,1,Graduate,Salaried,Tier 2,Living with Parents,34000,660,0,15.1,161000,355000,84,Home Renovation,0.184,Approved
42,Male,Married,2,Not Graduate,Self-Employed,Tier 1,Living with Parents,32000,738,2,15.9,58000,114000,120,Education,0.051,Approved
31,Female,Married,1,Not Graduate,Business Owner,Tier 2,Living with Parents,25000,593,0,5.1,83000,405000,12,Education,1.439,Rejected
37,Male,Single,0,Graduate,Salaried,Tier 2,Rented,33000,739,0,12.8,194000,238000,240,Wedding,0.079,Approved
35,Male,Married,2,Not Graduate,Salaried,Tier 1,Rented,27000,684,0,8.8,91000,347000,36,Business Expansion,0.427,Rejected
26,Male,Single,0,Graduate,Salaried,Tier 2,Owned,35000,655,4,3.8,102000,161000,180,Business Expansion,0.055,Approved
26,Male,Married,1,Graduate,Self-Employed,Tier 2,Living with Parents,32000,652,1,3.7,24000,64000,84,Business Expansion,0.035,Approved
38,Female,Married,2,Graduate,Unemployed,Tier 3,Owned,8000,631,1,6.5,29000,328000,60,Medical,0.912,Rejected
36,Female,Single,2,Graduate,Business Owner,Tier 3,Rented,27000,636,0,11.1,154000,202000,120,Wedding,0.107,Approved
39,Female,Single,1,Graduate,Salaried,Tier 2,Owned,41000,718,0,14.3,225000,452000,84,Home Renovation,0.195,Approved
42,Male,Single,0,Not Graduate,Self-Employed,Tier 3,Owned,21000,666,1,6.7,93000,283000,84,Education,0.238,Approved
48,Male,Married,0,Graduate,Salaried,Tier 2,Rented,32000,732,0,10.7,76000,1291000,180,Vehicle,0.484,Approved
28,Male,Married,2,Graduate,Salaried,Tier 3,Owned,52000,577,2,4.3,237000,471000,48,Business Expansion,0.239,Rejected
40,Male,Married,2,Graduate,Salaried,Tier 1,Rented,33000,647,0,6.4,117000,189000,48,Home Renovation,0.151,Rejected
41,Male,Single,2,Not Graduate,Salaried,Tier 2,Rented,24000,754,1,10.4,85000,85000,180,Education,0.043,Approved
32,Male,Married,2,Not Graduate,Self-Employed,Tier 2,Rented,46000,718,1,8.8,230000,130000,120,Business Expansion,0.041,Approved
36,Male,Single,1,Not Graduate,Unemployed,Tier 2,Owned,19000,673,3,5.4,34000,125000,12,Travel,0.585,Rejected
32,Female,Married,2,Not Graduate,Self-Employed,Tier 1,Rented,69000,717,1,4.2,255000,161000,84,Home Renovation,0.041,Approved
53,Female,Single,1,Not Graduate,Self-Employed,Tier 1,Living with Parents,37000,697,2,11.9,141000,204000,180,Wedding,0.066,Approved
35,Female,Married,1,Not Graduate,Salaried,Tier 1,Owned,34000,643,4,8.8,190000,266000,84,Debt Consolidation,0.138,Approved
39,Female,Married,1,Not Graduate,Unemployed,Tier 1,Rented,9000,640,0,8.7,6000,501000,60,Education,1.238,Rejected
32,Female,Married,2,Graduate,Business Owner,Tier 1,Rented,51000,708,1,8.7,160000,130000,24,Medical,0.12,Approved
30,Male,Married,2,Graduate,Business Owner,Tier 2,Living with Parents,194000,740,0,5.8,378000,96000,240,Debt Consolidation,0.005,Approved
23,Female,Single,1,Not Graduate,Salaried,Tier 3,Rented,34000,636,1,1.4,173000,362000,60,Vehicle,0.237,Rejected
44,Female,Single,0,Graduate,Salaried,Tier 2,Owned,107000,717,2,11.1,231000,489000,24,Education,0.215,Approved
41,Male,Married,2,Graduate,Self-Employed,Tier 3,Living with Parents,55000,744,2,11.9,112000,164000,180,Home Renovation,0.036,Approved
32,Male,Single,1,Graduate,Salaried,Tier 3,Living with Parents,8000,562,0,5.7,34000,410000,60,Business Expansion,1.14,Rejected
26,Female,Single,0,Not Graduate,Self-Employed,Tier 2,Rented,33000,633,1,3.0,68000,349000,24,Debt Consolidation,0.498,Rejected
36,Male,Married,1,Graduate,Business Owner,Tier 1,Rented,60000,668,2,10.7,163000,79000,36,Travel,0.044,Approved
30,Male,Married,1,Not Graduate,Salaried,Tier 1,Rented,55000,648,0,5.1,37000,150000,240,Debt Consolidation,0.03,Approved
33,Female,Single,1,Not Graduate,Salaried,Tier 3,Rented,33000,719,1,4.1,81000,165000,48,Travel,0.132,Approved
23,Male,Single,1,Not Graduate,Self-Employed,Tier 1,Rented,21000,647,0,1.0,92000,724000,48,Debt Consolidation,0.908,Rejected
36,Male,Single,1,Not Graduate,Salaried,Tier 2,Living with Parents,15000,660,0,12.5,53000,298000,60,Business Expansion,0.442,Rejected
37,Male,Married,1,Not Graduate,Self-Employed,Tier 2,Living with Parents,43000,608,2,12.7,55000,162000,84,Education,0.067,Rejected
44,Male,Married,2,Graduate,Self-Employed,Tier 3,Rented,28000,636,2,18.4,140000,145000,48,Medical,0.136,Approved
33,Male,Married,0,Graduate,Salaried,Tier 2,Living with Parents,81000,716,1,4.9,190000,86000,48,Medical,0.028,Approved
31,Female,Married,2,Graduate,Business Owner,Tier 3,Owned,40000,664,0,3.5,213000,417000,84,Debt Consolidation,0.184,Approved
21,Male,Single,0,Not Graduate,Self-Employed,Tier 1,Owned,84000,697,0,0.0,431000,279000,48,Debt Consolidation,0.087,Approved
44,Male,Married,0,Not Graduate,Business Owner,Tier 1,Rented,90000,684,1,16.1,117000,319000,84,Business Expansion,0.063,Approved
43,Male,Married,1,Not Graduate,Business Owner,Tier 2,Rented,48000,700,1,13.3,264000,102000,240,Education,0.023,Approved
35,Female,Single,2,Graduate,Business Owner,Tier 3,Owned,74000,669,1,10.0,68000,342000,240,Wedding,0.051,Approved
23,Male,Married,1,Graduate,Salaried,Tier 2,Rented,31000,666,2,1.7,86000,190000,48,Travel,0.161,Approved
24,Male,Married,0,Graduate,Salaried,Tier 3,Owned,31000,726,0,1.1,44000,142000,36,Business Expansion,0.152,Approved
30,Female,Married,0,Graduate,Salaried,Tier 3,Rented,33000,628,1,3.6,38000,299000,36,Vehicle,0.301,Rejected
43,Female,Married,0,Graduate,Salaried,Tier 3,Living with Parents,20000,595,0,14.4,23000,107000,120,Debt Consolidation,0.077,Rejected
37,Male,Single,1,Graduate,Business Owner,Tier 2,Rented,26000,690,0,11.6,13000,245000,12,Travel,0.837,Rejected
21,Female,Single,2,Not Graduate,Salaried,Tier 2,Owned,20000,626,3,0.0,97000,187000,12,Vehicle,0.831,Rejected
38,Male,Married,1,Graduate,Business Owner,Tier 1,Living with Parents,35000,595,1,7.7,68000,418000,84,Medical,0.211,Rejected
